-1.791801146723564742e+01,1.773470669273133282e+01,4.106666011573590680e+01,-4.373592020709023309e+00,-2.241375907057652483e+01,1.172476739644930044e+00,1.098957969133131263e+00,2.898964934015149453e+01,1.794698106416573680e+01,2.003208763829604777e+01,-3.947445717458484182e+01,-7.499333801297715096e-01,-9.867318316831363845e+00,9.988670667579015117e+00,-2.044264668295833332e+01,3.784035120172544620e+00,-1.149439134626281422e+01,2.594325956311368842e+01,-1.736718922107419516e+01,1.631311150907718144e+01,-7.983836293459052325e-01,1.559066912466505705e+01,-8.931387340676739228e+00,7.149725122656333198e+00,-1.126618650325561255e+01
-1.339984892663432703e+01,4.090090658802016499e+00,4.241523224933112601e+01,3.673126461769289364e+01,-2.471552456954579924e+01,6.508992657630420453e+00,-8.955899446464234970e+00,3.086332243119696628e+01,1.920218294068636755e+00,1.086835218490208455e+01,-3.429998787092504386e+01,5.857976879066173481e+00,8.543413104017064441e+00,2.331375890542346241e+01,-8.408792603500867102e+00,1.457432753336826714e+01,-6.733653542506813139e+00,2.524947675327653585e+01,-1.352333743068729000e+01,-1.750994953451306735e+00,7.362855372076947624e+00,1.049615901828646791e+01,1.052055604159538582e+01,3.053099473587707280e+00,-2.258755063384042217e+01
-1.948125884268057106e+01,8.600234859893404860e+00,5.963261742538732335e+01,2.769702171795272605e+01,-2.680695963370615686e+01,1.192193533714894293e+01,-9.517511720748021986e+00,2.409437001487856023e+01,9.361890979005109414e-02,1.122868429726216633e+01,6.756330363756672952e+00,-9.101180783405483865e+00,1.821166876853761663e+00,1.865758551806726828e+01,4.175986283572377111e+00,9.035893894333780096e+00,-1.104259484832078897e+01,1.766646451126750605e+01,-1.605579734278078874e+01,-2.847783060323783477e+00,-1.335937151796589539e+01,3.664636722439134520e+00,1.758403242190500038e+01,-3.002998411361462949e+00,-2.087798209819924722e+01
-1.763017333972919687e+01,2.933798503371471966e+00,9.593642628672714778e+00,2.095411107805461981e+01,-1.518876642323489357e+01,-1.021485275321836639e+00,-1.035051187542264195e+01,4.453944331741910290e+00,-1.465644496634065241e+01,1.819401791334998686e+00,3.399377595943883001e+00,-2.086031370394343654e+01,-9.017098633782531181e+00,1.229083538407673792e+01,6.062017195127710423e+00,-1.497274639862424150e+00,-1.777493950142406121e+01,7.504434710452018820e+00,-1.176168667992925698e+01,-1.157893919359005430e+01,5.729914056522657617e+00,-1.423269921794210857e+00,5.179845071696484560e+00,-1.214704568955962039e+01,-3.143805193924990249e+00
-1.674363390447803468e+01,-4.026160169743598694e+00,1.265787597279870269e+01,4.717542106065252483e+01,-2.333275795900460636e+01,8.078695530057139251e+00,-8.586276474551850058e+00,1.693642737704222867e+01,-1.622522772335331709e+01,2.606045204029120210e+00,2.021844237443723991e+00,-1.857436319321014651e+01,3.361187338251200085e+00,2.687459379344216615e+01,6.924636211467030122e+00,7.619528497446198756e+00,-1.885609462279403914e+01,1.548268660311047640e+01,-1.500847253299178696e+01,-1.139941983577190143e+01,1.778832457606653250e+01,5.179784816718008500e+00,2.398183415790124684e+01,-6.590060459092955014e+00,-1.592183654056708342e+01
-2.523927428694292274e+01,-6.606598037002702206e+00,-7.277490202607526104e-01,3.836339916511779080e+01,-2.259461367739938709e+01,8.364294621110701655e+00,-1.357869425070296510e+00,-4.202181658158872790e-01,-2.146586032159776281e+01,1.443059522719035981e-01,1.872780007619349263e+01,-2.823785552081001526e+01,-5.545222023969962777e+00,1.295582837488099237e+01,1.533598228301934441e+01,4.134730666426488455e+00,-1.806391790661962915e+01,-3.223731107175116239e-01,-2.149700639326866280e+01,-1.537357834574446258e+01,1.248012790703167596e+01,-5.533664554834896165e+00,3.020684428750601569e+01,-2.469631456061061314e+01,-1.213355530810815885e+01
-3.009366019275552162e+01,-9.040981009464893248e+00,1.496194401265934104e+01,2.098572621517218906e+01,-2.775261321992070052e+01,2.193766103054425098e+00,-2.477776387457277796e+00,7.489013218318208764e+00,-1.154047208373071065e+01,4.471592738824487157e+00,8.413884632978009037e+00,-1.880990176282095661e+01,2.599060621371706570e-01,4.876787360374520652e+00,-4.872927715369170243e-01,-7.825757685559842081e-01,-1.100999903656032686e+01,3.972030657266161668e+00,-3.183068926900768147e+01,-1.535123129389919017e+00,-5.991216044124904272e+00,3.328972889510549038e+00,1.953015310139780070e+01,-9.371271377306667816e+00,-3.235511476862396307e+01
-2.301462971163771343e+01,5.356687151184456042e+00,2.540796507817953298e+01,2.126400975081352485e+01,-1.290477060688068889e+01,1.252730773475101778e+01,2.143944830853537553e+01,6.369630586966732011e+00,-5.482814300980832556e+00,-5.973116453278078275e+00,4.351827398367078992e+00,-2.025652694555937217e+01,-1.315151933147998697e+01,9.271510564522762010e+00,2.026628542606980776e-01,3.260706322367302068e+00,-1.741626326306893446e+01,1.216080053781813497e+01,-1.891114848500433610e+01,-6.103431301045708857e+00,1.669129299189508941e+01,-4.292232907611436055e+00,2.235998285466579460e+01,-1.597239719881595121e+01,1.318242159575493488e+01
4.125116435878053878e+00,1.340011772638655563e+00,2.576339762113937581e+01,6.646359319907785945e+00,4.864971977489150667e+00,1.254351878670130871e+00,2.247786379028767101e+01,1.069983125222606013e+01,-1.218738644216307776e+01,-2.269010992577476671e+01,2.896425193794745567e+01,-1.613971820943318036e+01,1.056107385526169562e+00,-2.417640399136197971e+01,1.041128182709689298e+01,-1.383735404126849478e+00,2.247224941123373121e+00,-3.601274805410505930e-01,-2.455582999082872675e+01,1.011421828653547195e+01,1.854014819160725525e+00,-4.706946694791784402e+00,1.163101025542212064e+01,1.927402764333117702e+01,-8.961163796131282666e+00
-1.559401366560643609e+01,2.031610395182428519e+01,-7.160478975020533321e-01,2.281892203811178632e+01,2.130834606848761936e+01,-8.573624381448155418e+00,8.248551103329699430e+00,-5.858721577374452760e-01,3.592014456739703210e+00,-7.682397248767698805e+00,4.473073596210186964e-01,-1.820620749149325945e+01,-1.774990531836428431e+01,-1.218462058530433012e+01,2.971465430949890685e+00,-8.230791923618374639e+00,-2.314535825619137555e+01,-3.729291687046487058e-01,-1.349168699523773896e+01,-8.330237396554926121e+00,1.627483006894868822e+01,-2.158623737059949921e+00,-5.031465453840408664e+00,-8.040067648051199001e+00,1.466878685992953990e+01
