-5.588917781737319235e-01,-3.037752505599005115e+00,1.244178166361240123e+01,-8.780984328094563196e+00,-3.815812621580123576e+00,-1.243531190521974850e+01,-5.762395690639371182e+00,-3.381835449753757050e+00,1.362078205441809686e+01,9.412308893523949394e+00,-6.909405518492075515e+00,-6.632988750725358429e+00
-8.512243114520190446e+00,-1.253599194980960840e+00,-3.979398827406827710e+00,-5.575855798880723135e+00,2.394063904604614379e+00,-7.800970515580289977e+00,1.547498945077750498e+01,-3.900134766402971187e-01,-5.259802605449951152e+00,-4.618053519499378368e+00,-3.822931378228105359e+00,-2.105571289856578598e+00
-1.491419530620264444e+00,-2.558815708759655028e+00,4.125660737504245890e-01,-1.574193954194022638e+00,-2.189018468159387165e+00,-2.684152895090731850e+00,-4.463750988375286832e-01,3.009792178642228144e+00,-2.564386819485604097e+00,1.221689525001872889e+00,1.111373991024959151e+00,2.040745575882234153e+00
-5.585788166328130799e+00,-1.063423175810935284e+01,7.961733619491632830e+00,-6.329942768665056896e+00,-5.262359217909582831e+00,-5.727135800469792315e+00,-4.617384558184311594e+00,7.080811297837999341e+00,-7.047831657776392866e+00,-6.154672225970116983e+00,-5.943330361390939842e+00,1.113611026218638322e+01
-5.504074958989579436e+00,-7.888405918744243017e+00,-7.188010851019253522e+00,8.398114659491325185e+00,-1.086751553298384998e+01,7.777570239893272230e+00,-9.298829877458668847e+00,-7.570799225423836099e+00,5.747012773655993279e+00,5.269289288973033614e+00,7.675816746971129589e+00,-2.504521090179234299e+00
-4.276661790640200245e+00,-2.741094149561905446e+00,-2.774297366996049674e-01,-4.197588792859826001e-01,-3.199850075749156808e+00,-1.622065897567975146e+00,-1.822586654203168566e+00,-2.415027238173122759e-01,-5.336812492811174202e+00,-1.054474146747127250e+00,1.525483653857836741e-01,1.660024828987208600e+00
-2.111298173788657362e+00,-2.221370683282787528e+00,-1.732157427755292245e+00,-2.502818394402851254e+00,-2.739838591091394271e+00,-4.273767718076256550e+00,4.921457579513457969e-01,-2.539441137350597177e+00,-3.127905455840771065e+00,-1.873649799753115408e+00,9.635392927878839942e+00,-1.670359319572844448e-01
-2.848973325849313287e+00,-5.392083620406419309e-01,2.475283557027765813e+00,-2.590283235885806334e+00,-4.960945452294723168e+00,-2.550472396534947173e+00,-2.120525879465939845e+00,5.147976753334093658e+00,-5.158778742768530101e+00,-4.816649650495231860e+00,-2.771705255934963308e+00,-4.793512113651791084e-01
-1.882887857101443574e+00,-2.098987692987623443e+00,-5.993110762345108533e+00,-2.391171992036781990e+00,-4.290246599928748239e+00,5.193514176862720211e-01,-4.243326486394625618e+00,-2.548206285693343620e+00,-2.405398644822033916e+00,-9.170554142842469725e-01,-1.159050096853018408e+00,1.523630164621293126e+01
-5.711107760103419473e+00,5.224672163952669202e+00,-8.374090501395903274e+00,-6.409668841036089582e+00,8.974257515684316289e+00,-7.621748917186526917e+00,-8.373025495566277954e+00,3.100984700445519326e+00,-3.976322391203946260e+00,3.546369388705656434e+00,4.113693564364126587e+00,-8.380096326314530941e+00
-4.344108702112621678e+00,6.920047228399840433e-01,-4.349309534007340439e+00,-6.371665408403269559e+00,-4.159956789372063035e+00,6.438101281269397624e+00,-4.729393104465562381e+00,4.262052705459823621e+00,-1.310533070384833998e+01,1.605384637552593574e+01,-3.747432391411028352e+00,-6.424447351284418239e+00
-7.358275641851390603e-01,1.381431841582389630e+00,-1.410119266836371121e+00,-1.858711660824255985e+00,-1.325194301851009504e+00,-1.580181130604769724e+00,-1.246462927183189073e+00,6.150901302742262544e+00,-8.012800477616861539e-01,-1.725667789182527168e+00,-2.711184912565394178e+00,2.431097573649471932e-01
6.787460525704909209e+00,-1.331033241042336712e+01,-2.505785726099353794e-01,-4.884313636892698263e+00,5.292892563229594671e+00,-6.046322762402414064e+00,-7.788716801084380137e+00,1.118721313912848903e+00,-7.856723854417237973e+00,4.258458583124078878e+00,5.824463284266100160e+00,-8.967327403772594963e+00
-3.250396017946127536e+00,2.753258543994512753e+00,-4.563682647438875861e+00,-5.815247002523174835e+00,-6.332716832940668006e+00,-6.158027108805677052e+00,-3.728964372591385690e+00,6.177882492157683814e+00,-4.428888890090854957e+00,-4.453732175517369996e+00,1.053263871973100052e+01,-3.525448868636221533e+00
-3.861566949309259922e+00,1.022222062618401139e+01,5.226858144723617983e+00,-1.041428767922369936e+01,-8.453863591378366849e+00,1.397719234229186114e+01,-5.172170029166319516e+00,-5.336016669405386104e+00,-7.843921281236370113e+00,-7.063774271208768774e+00,1.914465977280737752e+00,-1.432022366388465473e+00
