-4.604922622181277347e+00,-1.867801279641340351e+00,-5.496570277983913400e+00,-2.752542583252465924e+00,-6.541893188082593014e+00,-2.727120878711172924e+00,-3.875188854775228897e+00,-2.518485063434282800e+00,-5.649687186685498297e+00,-9.326063866539837655e-01,8.336445640499530185e+00,5.316154578377324746e+00
-1.711032806265676998e+00,-5.247339870656116290e+00,-8.989938142784552610e+00,-5.487944637303974638e+00,-4.577281116452807552e+00,-8.562649207756203751e+00,-5.888888338388317933e+00,-9.483795778594432235e+00,-4.279504170602583812e+00,-1.498990133881195774e+01,-8.621523362211192421e+00,-4.007818471452350373e+00
-4.307332974833513184e+00,7.867975455012494734e+00,7.944891612296377303e+00,1.796178845745684072e+01,-6.085357292080416869e+00,-1.445407664382365098e+01,-5.002145398922212216e+00,-9.789195624205046520e-02,-8.832596524803275173e+00,-5.122683488477202118e+00,-4.211318249981037987e+00,-4.071190608164708458e+00
5.660319282118446260e+00,-1.120098478507935269e+01,-9.872816345931247906e-01,3.246302041826182094e+00,-1.169712158250570688e+01,3.502411383960877700e+00,1.854592974880599821e+00,2.812633709860444586e+00,-1.192160550573021283e+01,5.341934998859692918e+00,-5.637950751947245820e+00,-6.816124072277387036e+00
4.040924812395911836e+00,7.301519268587226108e+00,-5.055113075959440039e+00,-7.520696531798696682e+00,-8.982845111779452552e+00,2.344309488875754077e+00,3.083402147959419803e+00,-8.447706624927032948e+00,3.577728707804465724e+00,-6.284097261312116878e+00,-3.807523046755912688e+00,-3.571163415433544763e+00
-2.965807509112456941e+00,-3.695236991544833316e+00,3.452036903063020912e+00,-1.907582158796783833e+00,-3.178475863954310032e+00,-3.782492427585714356e+00,-2.532218986481109102e+00,-2.489691025584219286e+00,-5.156046060083298244e+00,-2.987864896218225264e-01,-2.297084482349508239e+00,5.735188862405744992e+00
-5.812242880492064501e+00,1.012073863568828180e+01,-2.301039932483135153e-01,-4.491701613661894577e+00,9.615292976872563679e-01,-5.555088994676691705e+00,-4.005626277855206752e+00,-3.897796404109124868e+00,-7.752722290011786477e+00,7.518824369616067038e+00,-6.224173386132883401e+00,-6.204260371617484005e+00
-2.370255626771549995e+00,-1.957411485002263363e-01,-2.328477290534320510e+00,2.583357857553851833e+00,-3.475026660648754095e+00,-1.914673372437926346e+00,-2.345347662384956955e+00,7.540822914737855598e+00,-3.994312729208014723e+00,-3.303399443447893713e+00,1.083423107776368299e+00,-3.521667419863404813e+00
7.989423675076175790e+00,2.333273753587061794e+00,-9.764633907530237522e+00,-4.662854430056490251e+00,3.436597506772193444e+00,-8.582409733508582050e+00,-1.169251211804692403e+01,-3.568770996931672546e+00,-7.686998808497430780e+00,-1.031420168776731217e+01,-5.709399002486756913e+00,7.147513707471647493e+00
-1.536714944172316777e+01,-9.240495809336213284e+00,-6.763301061268578884e+00,-2.221595775047207955e+00,1.647537196596961406e+00,-5.628578584669156726e+00,-4.169873067126057542e-01,-5.439010681876430553e+00,-3.409573347628379048e-01,-9.622446579080641271e+00,-6.600519110808328982e+00,1.588005112244623707e+00
